name,dataset,nGen,Npos-Nneg/Ntotal,XS,weight,boosted_dataset,globalTag,isData,generator,additionalSelection,run
#TTZToQQ_TuneCP5_13TeV-amcatnlo-pythia8,/TTZToQQ_TuneCP5_13TeV-amcatnlo-pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v1/MINIAODSIM,750000,0.512063456816,0.5297,0.00137925613958,/TTZToQQ_TuneCP5_13TeV-amcatnlo-pythia8/mschrode-KIT_tthbb_skims_MC_94X_LEG_2018-b9899da800e5578fdd124c7a0a5f7739/USER,102X_upgrade2018_realistic_v18,FALSE,aMC,NONE,2018
#TTZToLLNuNu_M-10_TuneCP5_13TeV-amcatnlo-pythia8,/TTZToLLNuNu_M-10_TuneCP5_13TeV-amcatnlo-pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15_ext1-v2/MINIAODSIM,13280000,0.242366157227,0.2529,7.85739845724E-05,/TTZToLLNuNu_M-10_TuneCP5_13TeV-amcatnlo-pythia8/mschrode-KIT_tthbb_skims_MC_94X_LEG_2018_v2-b9899da800e5578fdd124c7a0a5f7739/USER,102X_upgrade2018_realistic_v18,FALSE,aMC,NONE,2018
TTZToBB_TuneCP5_13TeV-amcatnlo-pythia8,/TTZToBB_TuneCP5_13TeV-amcatnlo-pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v1/MINIAODSIM,9782000,0.112065666118,0.118,0.000107642003345,/TTZToBB_TuneCP5_13TeV-amcatnlo-pythia8/mschrode-KIT_tthbb_skims_MC_94X_LEG_2018_v2-b9899da800e5578fdd124c7a0a5f7739/USER,102X_upgrade2018_realistic_v18,FALSE,aMC,NONE,2018,
