2018,/WJetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia*/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,61526.7
2017,/WJetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia*/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v3/MINIAODSIM,61526.7
2016,/WJetsToLNu_TuneCUETP8M1_13TeV-madgraphMLM-pythia*/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3-v2/MINIAODSIM,61526.7
