DYJets_M4to50_HT_600-inf,/DYJetsToLL*M-4to50*HT*600toInf*TuneCP5*/*Fall17*v1/MINIAODSIM,1.124
#,,
WJets_HT_70-100,/WJetsToLNu*HT*70To100*TuneCP5*/*Fall17*v1/MINIAODSIM,1319
WJets_HT_100-200,/WJetsToLNu*HT*100To200*TuneCP5*/*Fall17*v2/MINIAODSIM,1345
WJets_HT_200-400,/WJetsToLNu*HT*200To400*TuneCP5*/*Fall17*v1/MINIAODSIM,359.7
WJets_HT_400-600,/WJetsToLNu*HT*400To600*TuneCP5*/*Fall17*v1/MINIAODSIM,48.91
WJets_HT_600-800,/WJetsToLNu*HT*600To800*TuneCP5*/*Fall17*v1/MINIAODSIM,12.05
WJets_HT_800-1200,/WJetsToLNu*HT*800To1200*TuneCP5*/*Fall17*v1/MINIAODSIM,5.501
WJets_HT_1200-2500,/WJetsToLNu*HT*1200To2500*TuneCP5*/*Fall17*v1/MINIAODSIM,1.329
WJets_HT_2500-inf,/WJetsToLNu*HT*2500ToInf*TuneCP5*/*Fall17*v3/MINIAODSIM,0.03216
#,,
DYJets_M50_HT_70-100,/DYJetsToLL*M-50*HT*70to100*TuneCP5*/*Fall17*v1/MINIAODSIM,169.9
DYJets_M50_HT_100-200,/DYJetsToLL*M-50*HT*100to200*TuneCP5*/*Fall17*v2/MINIAODSIM,147.4
DYJets_M50_HT_200-400,/DYJetsToLL*M-50*HT*200to400*TuneCP5*/*Fall17*v2/MINIAODSIM,40.99
DYJets_M50_HT_400-600,/DYJetsToLL*M-50*HT*400to600*TuneCP5*/*Fall17*v2/MINIAODSIM,5.678
DYJets_M50_HT_600-800,/DYJetsToLL*M-50*HT*600to800*TuneCP5*/*Fall17*v2/MINIAODSIM,1.367
DYJets_M50_HT_800-1200,/DYJetsToLL*M-50*HT*800to1200*TuneCP5*/*Fall17*v2/MINIAODSIM,0.6304
DYJets_M50_HT_1200-2500,/DYJetsToLL*M-50*HT*1200to2500*TuneCP5*/*Fall17*v1/MINIAODSIM,0.1514
DYJets_M50_HT_2500-inf,/DYJetsToLL*M-50*HT*2500toInf*TuneCP5*/*Fall17*v2/MINIAODSIM,0.003565
#,,
SingleElectronB,/SingleElectron/Run2017B*31Mar2018*/MINIAOD,1
SingleElectronC,/SingleElectron/Run2017C*31Mar2018*/MINIAOD,1
SingleElectronD,/SingleElectron/Run2017D*31Mar2018*/MINIAOD,1
SingleElectronE,/SingleElectron/Run2017E*31Mar2018*/MINIAOD,1
SingleElectronF,/SingleElectron/Run2017F*31Mar2018*/MINIAOD,1
#,,
SingleMuonB,/SingleMuon/Run2017B*31Mar2018*/MINIAOD,1
SingleMuonC,/SingleMuon/Run2017C*31Mar2018*/MINIAOD,1
SingleMuonD,/SingleMuon/Run2017D*31Mar2018*/MINIAOD,1
SingleMuonE,/SingleMuon/Run2017E*31Mar2018*/MINIAOD,1
SingleMuonF,/SingleMuon/Run2017F*31Mar2018*/MINIAOD,1
