name,dataset,nGen,Npos-Nneg/Ntotal,XS,weight,boosted_dataset,globalTag,IsData,generator,additionalSelection,isreHLT
stbar_tchan,/ST_t-channel_antitop_4f_leptonDecays_13TeV-powheg-pythia8_TuneCUETP8M1/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,1666000,1,27.98,0.0167947179,,80X_mcRun2_asymptotic_2016_v3,mc,Powheg,none,isreHLT
stbar_tchan,/ST_t-channel_antitop_4f_leptonDecays_13TeV-powheg-pythia8_TuneCUETP8M1/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,1682400,1,27.98,0.0166310033,/ST_t-channel_antitop_4f_leptonDecays_13TeV-powheg-pythia8_TuneCUETP8M1/koschwei-BoostedMiniAODICHEPv1-b33028ddd301e05587dac614603b7978/USER,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,Powheg,none,isreHLT
,,,,,,,,,,,
st_tWchan,/ST_tW_top_5f_inclusiveDecays_13TeV-powheg-pythia8_TuneCUETP8M1/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,998400,1,35.9,0.0359575321,,80X_mcRun2_asymptotic_2016_v3,mc,Powheg,none,isreHLT
st_tWchan,/ST_tW_top_5f_inclusiveDecays_13TeV-powheg-pythia8_TuneCUETP8M1/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v2/MINIAODSIM,998400,1,35.9,0.0359575321,/ST_tW_top_5f_inclusiveDecays_13TeV-powheg-pythia8_TuneCUETP8M1/koschwei-BoostedMiniAODICHEPv1-b33028ddd301e05587dac614603b7978/USER,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,Powheg,none,isreHLT
,,,,,,,,,,,
stbar_tWchan,/ST_tW_antitop_5f_inclusiveDecays_13TeV-powheg-pythia8_TuneCUETP8M1/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,967600,1,35.9,0.0371021083,,80X_mcRun2_asymptotic_2016_v3,mc,Powheg,none,isreHLT
stbar_tWchan,/ST_tW_antitop_5f_inclusiveDecays_13TeV-powheg-pythia8_TuneCUETP8M1/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,985000,1,35.9,0.0364467005,/ST_tW_antitop_5f_inclusiveDecays_13TeV-powheg-pythia8_TuneCUETP8M1/koschwei-BoostedMiniAODICHEPv1-b33028ddd301e05587dac614603b7978/USER,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,Powheg,none,isreHLT
,,,,,,,,,,,
st_schan,/ST_s-channel_4f_leptonDecays_13TeV-amcatnlo-pythia8_TuneCUETP8M1/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,1000000,0.624212272,3.44,0.0055109458,,80X_mcRun2_asymptotic_2016_v3,mc,MG_aMCatNLO NLO,none,isreHLT
st_schan,/ST_s-channel_4f_leptonDecays_13TeV-amcatnlo-pythia8_TuneCUETP8M1/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,1000000,0,3.44,0,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,MG_aMCatNLO NLO,none,isreHLT
,,,,,,,,,,,
ttW_hadr,/TTWJetsToQQ_TuneCUETP8M1_13TeV-amcatnloFXFX-madspin-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,833298,0,0.435,0,,80X_mcRun2_asymptotic_2016_v3,mc,MG_aMCatNLO MLM,none,isreHLT
ttW_hadr,/TTWJetsToQQ_TuneCUETP8M1_13TeV-amcatnloFXFX-madspin-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,833298,0.5148200904,0.435,0.0010139894,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,MG_aMCatNLO MLM,none,isreHLT
,,,,,,,,,,,
ttW_lept,/TTWJetsToLNu_TuneCUETP8M1_13TeV-amcatnloFXFX-madspin-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,252673,0.5155873402,0.21,0.0016119747,,80X_mcRun2_asymptotic_2016_v3,mc,MG_aMCatNLO MLM,none,isreHLT
ttW_lept,/TTWJetsToLNu_TuneCUETP8M1_13TeV-amcatnloFXFX-madspin-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,252673,0.5155873402,0.21,0.0016119747,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,MG_aMCatNLO MLM,none,isreHLT
,,,,,,,,,,,
ttZ_hadr,/TTZToQQ_TuneCUETP8M1_13TeV-amcatnlo-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,749400,0,0.611,0,,80X_mcRun2_asymptotic_2016_v3,mc,aMCatNLO,none,isreHLT
ttZ_hadr,/TTZToQQ_TuneCUETP8M1_13TeV-amcatnlo-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,749400,0.4686646514,0.611,0.0017396638,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,aMCatNLO,none,isreHLT
,,,,,,,,,,,
WJets-HT-100-200,/WJetsToLNu_HT-100To200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3_ext1-v2/MINIAODSIM,29551425,1,1345,0.0455138796,,80X_mcRun2_asymptotic_2016_v3,mc,MG_aMCatNLO MLM,none,isreHLT
WJets-HT-100-200,/WJetsToLNu_HT-100To200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0_ext1-v1/MINIAODSIM,27546978,1,1345,0.0488256824,/WJetsToLNu_HT-100To200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/koschwei-BoostedMiniAODICHEPv1-b33028ddd301e05587dac614603b7978/USER,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,MG_aMCatNLO MLM,none,isreHLT
,,,,,,,,,,,
WJets-HT-200-400,/WJetsToLNu_HT-200To400_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v2/MINIAODSIM,4963240,1,359.7,0.0724728202,,80X_mcRun2_asymptotic_2016_v3,mc,MG_aMCatNLO MLM,none,isreHLT
WJets-HT-200-400,/WJetsToLNu_HT-200To400_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3_ext1-v1/MINIAODSIM,15003432,1,359.7,0.0239745146,,80X_mcRun2_asymptotic_2016_v3,mc,MG_aMCatNLO MLM,none,isreHLT
WJets-HT-200-400,"/WJetsToLNu_HT-200To400_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,/WJetsToLNu_HT-200To400_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0_ext1-v1/MINIAODSIM",19851624,1,359.7,0.0181194244,/WJetsToLNu_HT-200To400_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/koschwei-BoostedMiniAODICHEPv1-b33028ddd301e05587dac614603b7978/USER,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,MG_aMCatNLO MLM,none,isreHLT
,,,,,,,,,,,
WJets-HT-400-600,/WJetsToLNu_HT-400To600_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v2/MINIAODSIM,1963464,1,48.91,0.0249100569,,80X_mcRun2_asymptotic_2016_v3,mc,MG_aMCatNLO MLM,none,isreHLT
WJets-HT-400-600,/WJetsToLNu_HT-400To600_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3_ext1-v1/MINIAODSIM,5353303,1,48.91,0.0091364154,,80X_mcRun2_asymptotic_2016_v3,mc,MG_aMCatNLO MLM,none,isreHLT
WJets-HT-400-600,"/WJetsToLNu_HT-400To600_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,/WJetsToLNu_HT-400To600_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0_ext1-v1/MINIAODSIM",7432746,1,48.91,0.0065803406,/WJetsToLNu_HT-400To600_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/koschwei-BoostedMiniAODICHEPv1-b33028ddd301e05587dac614603b7978/USER,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,MG_aMCatNLO MLM,none,isreHLT
,,,,,,,,,,,
WJets-HT-600-800,/WJetsToLNu_HT-600To800_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v2/MINIAODSIM,3723054,1,12.05,0.0032365902,,80X_mcRun2_asymptotic_2016_v3,mc,MG_aMCatNLO MLM,none,isreHLT
WJets-HT-600-800,"/WJetsToLNu_HT-600To800_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,/WJetsToLNu_HT-600To800_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0_ext1-v1/MINIAODSIM",18133257,1,12.05,0.0006645249,/WJetsToLNu_HT-600To800_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/koschwei-BoostedMiniAODICHEPv1-b33028ddd301e05587dac614603b7978/USER,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,MG_aMCatNLO MLM,none,isreHLT
,,,,,,,,,,,
WJets-HT-800-1200,/WJetsToLNu_HT-800To1200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v2/MINIAODSIM,1540477,1,5.501,0.0035709718,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,MG_aMCatNLO MLM,none,isreHLT
WJets-HT-800-1200,/WJetsToLNu_HT-800To1200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0_ext1-v1/MINIAODSIM,6314257,1,5.501,0.0008712031,/WJetsToLNu_HT-800To1200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/koschwei-BoostedMiniAODICHEPv1-b33028ddd301e05587dac614603b7978/USER,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,MG_aMCatNLO MLM,none,isreHLT
WJets-HT-800-1200,"/WJetsToLNu_HT-800To1200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,/WJetsToLNu_HT-800To1200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3_ext1-v1/MINIAODSIM",7480017,1,5.501,0.0007354261,,80X_mcRun2_asymptotic_2016_v3,mc,MG_aMCatNLO MLM,none,isreHLT
,,,,,,,,,,,
WJets-HT-1200-2500,/WJetsToLNu_HT-1200To2500_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v2/MINIAODSIM,246737,1,1.329,0.005386302,,80X_mcRun2_asymptotic_2016_v3,mc,MG_aMCatNLO MLM,none,isreHLT
WJets-HT-1200-2500,/WJetsToLNu_HT-1200To2500_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3_ext1-v1/MINIAODSIM,6796187,1,1.329,0.0001955508,,80X_mcRun2_asymptotic_2016_v3,mc,MG_aMCatNLO MLM,none,isreHLT
WJets-HT-1200-2500,"/WJetsToLNu_HT-1200To2500_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,/WJetsToLNu_HT-1200To2500_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0_ext1-v1/MINIAODSIM",7063909,1,1.329,0.0001881395,/WJetsToLNu_HT-1200To2500_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/koschwei-BoostedMiniAODICHEPv1-b33028ddd301e05587dac614603b7978/USER,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,MG_aMCatNLO MLM,none,isreHLT
,,,,,,,,,,,
WJets-HT-2500-Inf,"/WJetsToLNu_HT-2500ToInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,/WJetsToLNu_HT-2500ToInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0_ext1-v1/MINIAODSIM",2507809,1,0.03216,1.28239431312E-005,/WJetsToLNu_HT-2500ToInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/koschwei-BoostedMiniAODICHEPv1-b33028ddd301e05587dac614603b7978/USER,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,MG_aMCatNLO MLM,none,isreHLT
WJets-HT-2500-Inf,"/WJetsToLNu_HT-2500ToInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,/WJetsToLNu_HT-2500ToInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3_ext1-v1/MINIAODSIM",2490964,1,0.03216,1.29106643051E-005,,80X_mcRun2_asymptotic_2016_v3,mc,MG_aMCatNLO MLM,none,isreHLT
,,,,,,,,,,,
WW,/WWG_TuneCUETP8M1_13TeV-amcatnlo-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3_ext1-v1/MINIAODSIM,999400,0,118.7,0,,80X_mcRun2_asymptotic_2016_v3,mc,MadGraph,none,isreHLT
WW,/WWG_TuneCUETP8M1_13TeV-amcatnlo-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0_ext1-v3/MINIAODSIM,999400,0,118.7,0,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,MadGraph,none,isreHLT
WW,/WWTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,4508868,0.6219447478,118.7,0.0423283552,,80X_mcRun2_asymptotic_2016_v3,mc,Madgraph5_aMC@NLO,none,isreHLT
WW,/WWTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,5235265,0.6221235505,118.7,0.0364447862,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,Madgraph5_aMC@NLO,none,isreHLT
WW,/WWTo2L2Nu_13TeV-powheg-CUETP8M1Down/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,1980000,1,118.7,0.0599494949,,80X_mcRun2_asymptotic_2016_v3,mc,powhegv2,none,isreHLT
WW,/WWTo2L2Nu_13TeV-powheg-CUETP8M1Down/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,1988000,1,118.7,0.0597082495,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,powhegv2,none,isreHLT
WW,/WWTo2L2Nu_13TeV-powheg-CUETP8M1Up/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v4/MINIAODSIM,1982400,1,118.7,0.0598769169,,80X_mcRun2_asymptotic_2016_v3,mc,powhegv2,none,isreHLT
WW,/WWTo2L2Nu_13TeV-powheg-CUETP8M1Up/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,1982400,1,118.7,0.0598769169,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,powhegv2,none,isreHLT
WW,/WWTo2L2Nu_13TeV-powheg-herwigpp/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,1993378,1,118.7,0.0595471606,,80X_mcRun2_asymptotic_2016_v3,mc,powhegv2,none,isreHLT
WW,/WWTo2L2Nu_13TeV-powheg-herwigpp/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,1993378,1,118.7,0.0595471606,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,powhegv2,none,isreHLT
WW,/WWTo2L2Nu_13TeV-powheg/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,1996600,1,118.7,0.0594510668,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,powhegv2,none,isreHLT
WW,/WWTo2L2Nu_Mll_1200To2500_13TeV-powheg/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v2/MINIAODSIM,200000,1,118.7,0.5935,,80X_mcRun2_asymptotic_2016_v3,mc,Powheg,none,isreHLT
WW,/WWTo2L2Nu_Mll_1200To2500_13TeV-powheg/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,200000,1,118.7,0.5935,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,Powheg,none,isreHLT
WW,/WWTo2L2Nu_Mll_200To600_13TeV-powheg/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,200000,1,118.7,0.5935,,80X_mcRun2_asymptotic_2016_v3,mc,Powheg,none,isreHLT
WW,/WWTo2L2Nu_Mll_200To600_13TeV-powheg/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,200000,1,118.7,0.5935,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,Powheg,none,isreHLT
WW,/WWTo2L2Nu_Mll_2500ToInf_13TeV-powheg/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v4/MINIAODSIM,38969,1,118.7,3.0460109318,,80X_mcRun2_asymptotic_2016_v3,mc,Powheg,none,isreHLT
WW,/WWTo2L2Nu_Mll_2500ToInf_13TeV-powheg/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,38969,1,118.7,3.0460109318,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,Powheg,none,isreHLT
WW,/WWTo2L2Nu_Mll_600To1200_13TeV-powheg/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,200000,1,118.7,0.5935,,80X_mcRun2_asymptotic_2016_v3,mc,Powheg,none,isreHLT
WW,/WWTo2L2Nu_Mll_600To1200_13TeV-powheg/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,200000,1,118.7,0.5935,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,Powheg,none,isreHLT
WW,/WWTo4Q_13TeV-powheg/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,1992000,1,118.7,0.0595883534,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,powhegv2,none,isreHLT
WW,/WWTo4Q_4f_13TeV_amcatnloFXFX_madspin_pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v2/MINIAODSIM,30363025,0.6318685767,118.7,0.006186983,,80X_mcRun2_asymptotic_2016_v3,mc,Madgraph5_aMC@NLO,none,isreHLT
WW,/WWTo4Q_4f_13TeV_amcatnloFXFX_madspin_pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,30358103,0,118.7,0,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,Madgraph5_aMC@NLO,none,isreHLT
WW,/WWToLNuQQ_aTGC_13TeV-madgraph-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,1991600,1,118.7,0.0596003213,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,madgraph,none,isreHLT
WW,/WWW_4F_TuneCUETP8M1_13TeV-amcatnlo-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,240000,0,118.7,0,,80X_mcRun2_asymptotic_2016_v3,mc,aMCatNLO,none,isreHLT
WW,/WWW_4F_TuneCUETP8M1_13TeV-amcatnlo-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,240000,0,118.7,0,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,aMCatNLO,none,isreHLT
WW,/WWZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,249200,0,118.7,0,,80X_mcRun2_asymptotic_2016_v3,mc,aMCatNLO,none,isreHLT
WW,/WWZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,249200,0.8859630819,118.7,0.5376344086,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,aMCatNLO,none,isreHLT
WW,/WW_DoubleScattering_13TeV-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,844954,1,118.7,0.1404810203,,80X_mcRun2_asymptotic_2016_v3,mc,Pythia 8,none,isreHLT
WW,/WW_DoubleScattering_13TeV-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,844954,1,118.7,0.1404810203,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,Pythia 8,none,isreHLT
WW,/WW_TuneCUETP8M1_13TeV-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,993214,1,118.7,0.1195110017,,80X_mcRun2_asymptotic_2016_v3,mc,pythia8,none,isreHLT
WW,/WW_TuneCUETP8M1_13TeV-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,993214,1,118.7,0.1195110017,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,pythia8,none,isreHLT
WW,/WWTo2L2Nu_13TeV-powheg/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,1986200,1,118.7,0.0597623603,,80X_mcRun2_asymptotic_2016_v3,mc,powhegv2,none,isreHLT
WW,/WWTo4Q_13TeV-powheg/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,2000000,1,118.7,0.05935,,80X_mcRun2_asymptotic_2016_v3,mc,powhegv2,none,isreHLT
WW,"/WWToLNuQQ_13TeV-powheg/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3_ext1-v1/MINIAODSIM,/WWToLNuQQ_13TeV-powheg/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM",8461000,1,118.7,0.0140290746,,80X_mcRun2_asymptotic_2016_v3,mc,powhegv2,none,isreHLT
WW,"/WWToLNuQQ_13TeV-powheg/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,/WWToLNuQQ_13TeV-powheg/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0_ext1-v1/MINIAODSIM",8950200,1,118.7,0.0132622735,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,powhegv2,none,isreHLT
,,,,,,,,,,,
WZ,/WZJToLLLNu_TuneCUETP8M1_13TeV-amcnlo-pythia8/RunIISpring16MiniAODv2-PUSpring16RAWAODSIM_reHLT_80X_mcRun2_asymptotic_v14-v1/MINIAODSIM,1960761,0.6199982668,44.9,0.0369344134,,80X_mcRun2_asymptotic_v14,mc,MadGraph_aMC@NLO,none,isreHLT
WZ,/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,19309898,0.580792515,44.9,0.0040035509,,80X_mcRun2_asymptotic_2016_v3,mc,Madgraph5_aMC@NLO,none,isreHLT
WZ,/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,19500618,0,44.9,0,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,Madgraph5_aMC@NLO,none,isreHLT
WZ,/WZTo1L3Nu_13TeV_amcatnloFXFX_madspin_pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3-v1/MINIAODSIM,1654964,0.5552566872,44.9,0.0488611846,,80X_mcRun2_asymptotic_2016_v3,mc,Madgraph5_aMC@NLO,none,isreHLT
WZ,/WZTo1L3Nu_13TeV_amcatnloFXFX_madspin_pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,1654964,0.5528614823,44.9,0.0490728698,,80X_mcRun2_asymptotic_2016_miniAODv2_v0,mc,Madgraph5_aMC@NLO,none,isreHLT
