name,dataset,nGen,Npos-Nneg/Ntotal,XS,weight,boosted_dataset,globalTag,isData,generator,additionalSelection,run
,,,,,,,,,,,
TTToSemiLeptonic_TuneCP5_13TeV-powheg-pythia8_new_pmx,/TTToSemiLeptonic_TuneCP5_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1/MINIAODSIM,43732445,301.062559276,365.46,2.77574356775E-05,/TTToSemiLeptonic_TuneCP5_13TeV-powheg-pythia8/mwassmer-KIT_tthbb_sl_skims_MC_new_pmx_94X-89d803256191092beb2b5f9476740fe1/USER,94X_mc2017_realistic_v14,FALSE,POWHEG,NONE,
,,,,,,,,,,,
ttbb_4FS_ckm_NNPDF31_TuneCP5_amcatnlo_madspin_pythia_new_pmx,/ttbb_4FS_ckm_NNPDF31_TuneCP5_amcatnlo_madspin_pythia/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v2/MINIAODSIM,5965355,14.8278404763,1,1.13053965715E-05,/ttbb_4FS_ckm_NNPDF31_TuneCP5_amcatnlo_madspin_pythia/mwassmer-KIT_tthbb_sl_skims_MC_new_pmx_94X-89d803256191092beb2b5f9476740fe1/USER,94X_mc2017_realistic_v14,FALSE,aMC,NONE,
,,,,,,,,,,,
TTJets_TuneCP5_13TeV-amcatnloFXFX-pythia8_new_pmx,/TTJets_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1/MINIAODSIM,154280331,2050.362144,831.76,2.6294014263E-06,,94X_mc2017_realistic_v14,FALSE,aMC,NONE,
,,,,,,,,,,,
ttbb_4FS_13TeV_NNPDF30_sherpa-OpenLoops,/ttbb_4FS_13TeV_NNPDF30_sherpa-OpenLoops/RunIIFall17MiniAOD-PU2017_n1_94X_mc2017_realistic_v11-v1/MINIAODSIM,9970117,,,,,94X_mc2017_realistic_v11-v1,FALSE,SHERPA,NONE,
,,,,,,,,,,,
ttHTobb_M125_TuneCP5_13TeV-powheg-pythia8,/ttHTobb_M125_TuneCP5_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1/MINIAODSIM,8000000,,,,,,,,,
,,,,,,,,,,,
ttHJetTobb_M125_TuneCP5_13TeV_amcatnloFXFX_madspin_pythia8,/ttHJetTobb_M125_TuneCP5_13TeV_amcatnloFXFX_madspin_pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1/MINIAODSIM,10055168,,,,,,,,,
